name,type,country
Southfields,"Suburban Area",England
Southfields,"Suburban Area",England
Southfields,Village,England
Southfields,"Suburban Area",England
Southfleet,Village,England
Southford,Hamlet,England
Southgate,"Suburban Area",England
Southgate,Hamlet,England
Southgate,"Suburban Area",England
Southgate,"Other Settlement",England
Southgate,"Suburban Area",Wales
Southgate,Village,Wales
Southhouse,"Suburban Area",Scotland
Southill,"Suburban Area",England
Southill,Village,England
Southington,"Suburban Area",England
Southlands,"Suburban Area",England
Southleigh,Village,England
Southlow,"Suburban Area",England
Southmarsh,Hamlet,England
Southmead,"Suburban Area",England
Southminster,Town,England
Southmoor,"Suburban Area",England
Southoe,Village,England
Southolt,Hamlet,England
Southorpe,Village,England
Southover,Hamlet,England
Southover,"Suburban Area",England
Southowram,"Suburban Area",England
"Southpark Village","Suburban Area",Scotland
Southport,Town,England
Southpunds,"Suburban Area",Scotland
Southrepps,Village,England
Southrey,Village,England
Southrop,Village,England
Southrop,"Suburban Area",England
Southrope,Village,England
Southsea,"Suburban Area",England
Southsea,Village,Wales
Southtown,"Suburban Area",England
Southtown,"Other Settlement",Scotland
Southville,"Suburban Area",England
Southville,"Suburban Area",England
Southville,"Suburban Area",Wales
Southwaite,Village,England
"Southward Bottom","Suburban Area",England
Southwark,"Other Settlement",England
Southwater,Village,England
"Southwater Street","Suburban Area",England
Southway,Hamlet,England
Southway,"Suburban Area",England
Southwell,Town,England
Southwell,Village,England
Southwick,"Suburban Area",England
Southwick,Village,England
Southwick,Village,England
Southwick,Village,England
Southwick,Town,England
Southwold,Town,England
Southwood,Hamlet,England
Southwood,"Suburban Area",England
Southwood,Hamlet,England
Sowcar,"Suburban Area",England
"Sower Carr",Village,England
"Sowerbutt's Green",Hamlet,England
Sowerby,"Suburban Area",England
Sowerby,Village,England
"Sowerby Bridge",Town,England
"Sowerby Row",Hamlet,England
Sowhill,"Suburban Area",Wales
"Sowley Green",Hamlet,England
Sowood,Village,England
Sowton,Village,England
Soyal,Hamlet,Scotland
"Soyland Town",Village,England
"Spa Common","Suburban Area",England
Spalding,Town,England
Spaldington,Village,England
Spaldwick,Village,England
Spalford,"Other Settlement",England
Spanby,Hamlet,England
Spancarr,Hamlet,England
Spango,"Suburban Area",Scotland
Spargrove,Hamlet,England
Sparham,Village,England
Sparhamhill,Hamlet,England
"Spark Bridge",Village,England
Sparkbrook,"Suburban Area",England
Sparkford,Village,England
"Sparkford Hill",Hamlet,England
Sparkhill,"Suburban Area",England
Sparkwell,Village,England
"Sparnon Gate",Hamlet,England
"Sparrow's Green","Suburban Area",England
Sparrowpit,Village,England
"Sparry Bottom",Hamlet,England
Sparsholt,Village,England
Sparsholt,Village,England
Spartylea,Hamlet,England
Spateston,"Suburban Area",Scotland
Spath,Hamlet,England
Spaunton,Hamlet,England
Spaxton,Village,England
"Spean Bridge",Village,Scotland
Spearywell,Hamlet,England
Speckington,Hamlet,England
"Speed Gate",Hamlet,England
Speedwell,Hamlet,England
Speedwell,"Suburban Area",England
Speen,"Suburban Area",England
Speen,Village,England
Speenhamland,"Suburban Area",England
Speeton,Village,England
Speke,"Suburban Area",England
Speldhurst,Village,England
Spellbrook,Village,England
Spelsbury,Village,England
Spelter,"Suburban Area",Wales
"Spen Brook",Village,England
"Spen Green",Village,England
"Spencers Wood",Village,England
Spenmoss,Hamlet,England
Spennells,"Suburban Area",England
Spennithorne,Village,England
Spennymoor,Town,England
Spernall,Hamlet,England
Spetchley,"Other Settlement",England
Spetisbury,Village,England
Spexhall,Hamlet,England
"Spey Bay",Village,Scotland
Speybank,Hamlet,Scotland
Speybridge,"Suburban Area",Scotland
Spilsby,Town,England
"Spindle Point","Suburban Area",England
"Spink Hall","Suburban Area",England
Spinkhill,Village,England
"Spinney Hill","Suburban Area",England
"Spinney Hills","Suburban Area",England
Spinningdale,Village,Scotland
"Spion Kop",Village,England
Spirthill,Hamlet,England
Spital,"Suburban Area",England
Spital,"Suburban Area",England
Spital,"Suburban Area",England
"Spital Tongues","Suburban Area",England
"Spital in the Street",Hamlet,England
Spitalbrook,"Suburban Area",England
Spitalfields,"Suburban Area",England
Spitalhatch,"Suburban Area",England
Spitalhill,"Suburban Area",England
Spitewinter,Hamlet,England
Spithurst,Hamlet,England
Spittal,"Suburban Area",England
Spittal,"Other Settlement",Scotland
Spittal,"Suburban Area",Scotland
Spittal,Village,Scotland
Spittal,Hamlet,Scotland
Spittal,Hamlet,Scotland
Spittal,Hamlet,Scotland
Spittal,Village,Wales
"Spittal of Glenmuick","Other Settlement",Scotland
"Spittal of Glenshee",Hamlet,Scotland
Spittalfield,Village,Scotland
Spittlegate,"Suburban Area",England
Spixworth,Village,England
Splatt,"Other Settlement",England
Splatt,Hamlet,England
Splatt,"Suburban Area",England
Splatt,Hamlet,England
"Splayne's Green",Hamlet,England
Splott,"Suburban Area",Wales
Spofforth,Village,England
"Spon End","Suburban Area",England
"Spon Green","Suburban Area",Wales
Spondon,"Suburban Area",England
"Spooner Row",Village,England
Spoonley,Hamlet,England
Sporle,Village,England
"Spot Acre",Hamlet,England
"Spotland Bridge","Suburban Area",England
"Spotland Fold","Suburban Area",England
Spott,Village,Scotland
Spout,Hamlet,England
"Spout Green","Suburban Area",England
"Sprat's Down",Hamlet,England
"Spratt's Street",Hamlet,England
Spratton,Village,England
Spreakley,Hamlet,England
Spreyton,Village,England
Spriddlestone,Hamlet,England
Spridlington,Village,England
"Sprig's Alley",Hamlet,England
"Spring Bank","Suburban Area",England
"Spring Bank","Suburban Area",England
"Spring Bank","Suburban Area",England
"Spring Cottage",Village,England
"Spring End",Hamlet,England
"Spring End","Suburban Area",England
"Spring Gardens","Suburban Area",England
"Spring Gardens","Suburban Area",England
"Spring Gardens","Suburban Area",England
"Spring Gardens","Suburban Area",England
"Spring Grove","Suburban Area",England
"Spring Hill","Suburban Area",England
"Spring Hill","Suburban Area",England
"Spring Hill","Suburban Area",England
"Spring Park","Suburban Area",England
"Spring Park","Suburban Area",England
"Spring Side","Suburban Area",England
"Spring Side","Suburban Area",England
"Spring Vale","Suburban Area",England
"Spring Vale","Suburban Area",England
"Spring Vale","Suburban Area",England
"Spring Vale","Suburban Area",England
"Spring Vale",Village,England
"Spring View","Suburban Area",England
"Spring Village","Suburban Area",England
Springbank,"Suburban Area",England
Springboig,"Suburban Area",Scotland
Springbourne,"Suburban Area",England
Springburn,"Suburban Area",Scotland
Springfield,"Suburban Area",England
Springfield,"Suburban Area",England
Springfield,"Suburban Area",England
Springfield,"Suburban Area",England
Springfield,"Suburban Area",England
Springfield,"Suburban Area",England
Springfield,"Suburban Area",England
Springfield,"Suburban Area",England
Springfield,"Suburban Area",England
Springfield,"Other Settlement",Scotland
Springfield,Village,Scotland
Springfield,Village,Scotland
Springfields,"Suburban Area",England
Springhall,Village,Scotland
Springhead,"Suburban Area",England
Springhead,"Suburban Area",England
Springhill,Village,England
Springhill,"Other Settlement",England
Springhill,"Suburban Area",Scotland
Springhill,"Suburban Area",Scotland
Springholm,Village,Scotland
Springpark,"Suburban Area",Scotland
"Springs Mire","Suburban Area",England
Springside,Village,Scotland
Springthorpe,Village,England
Springvale,Village,England
Springwell,Village,England
Springwell,"Suburban Area",England
Springwood,"Suburban Area",England
Sproatley,Village,England
"Sproston Green",Village,England
Sprotbrough,Village,England
"Sprotbrough Park","Suburban Area",England
Sproughton,Village,England
Sprouston,Village,Scotland
Sprowston,"Suburban Area",England
Sproxton,Village,England
Sproxton,Village,England
Sprytown,Hamlet,England
Spurstow,Village,England
Spurtree,Hamlet,England
Spyway,"Other Settlement",England
Squarepoint,Hamlet,Scotland
"Srath Carran","Other Settlement",Scotland
"Srath Gairbh",Hamlet,Scotland
"Srom Ban","Other Settlement",Scotland
"Sron an t-Sithein",Village,Scotland
"Sròndubh",Hamlet,Scotland
"St Abbs",Village,Scotland
"St Aethans","Suburban Area",Scotland
"St Agnes",Village,England
"St Agnes",Village,England
"St Albans",City,England
"St Allen","Other Settlement",England
"St Andrew","Suburban Area",England
"St Andrews",Town,Scotland
"St Andrews Ridge","Suburban Area",England
"St Ann's","Suburban Area",England
"St Ann's","Suburban Area",England
"St Ann's",Hamlet,Scotland
"St Ann's Chapel",Village,England
"St Ann's Chapel",Village,England
"St Ann's Green",Hamlet,England
"St Ann's Head",Hamlet,Wales
"St Ann's Heath","Suburban Area",England
"St Ann's Hill","Suburban Area",England
"St Ann's Hill","Suburban Area",England
"St Anne's","Suburban Area",England
"St Anne's","Suburban Area",England
"St Anne's","Suburban Area",England
"St Anne's Park","Suburban Area",England
"St Anthony's","Suburban Area",England
"St Anthony's Hill","Suburban Area",England
"St Anthony-in-Meneage",Hamlet,England
"St Arvans",Village,Wales
"St Athan Boys Village","Other Settlement",Wales
"St Augustine's","Suburban Area",England
"St Augustines","Suburban Area",England
"St Austell",Town,England
"St Bees",Village,England
"St Blazey",Town,England
"St Boswells",Village,Scotland
"St Breock",Hamlet,England
"St Breward",Village,England
"St Briavels",Village,England
"St Bride's Netherwent","Other Settlement",Wales
"St Brides","Other Settlement",Wales
"St Brides Wentlooge",Village,Wales
"St Budeaux","Suburban Area",England
"St Buryan",Village,England
"St Catherine",Hamlet,England
"St Catherine's Hill","Suburban Area",England
"St Catherines","Suburban Area",England
"St Catherines","Other Settlement",Scotland
"St Chads","Suburban Area",England
"St Chloe",Village,England
"St Clears",Town,Wales
"St Cleer",Village,England
"St Cleers","Suburban Area",England
"St Clement",Hamlet,England
"St Clether",Hamlet,England
"St Columb Major",Town,England
"St Columb Minor","Suburban Area",England
"St Columb Road",Village,England
"St Combs",Village,Scotland
"St Cross","Suburban Area",England
"St Cross South Elmham",Hamlet,England
"St Cyrus",Village,Scotland
"St David's",Village,Scotland
"St Davids",City,Wales
"St Day",Village,England
"St Decumans","Suburban Area",England
"St Dennis",Village,England
"St Denys","Suburban Area",England
"St Dials","Suburban Area",Wales
"St Dominick",Village,England
"St Dunstan's","Suburban Area",England
"St Endellion",Hamlet,England
"St Enochs","Suburban Area",Scotland
"St Enoder",Hamlet,England
"St Erme",Village,England
"St Erney",Hamlet,England
"St Erth",Village,England
"St Erth Praze",Hamlet,England
"St Ervan",Hamlet,England
"St Eval",Village,England
"St Ewe",Hamlet,England
"St Fagans",Village,Wales
"St Fergus",Village,Scotland
"St Fillans",Village,Scotland
"St Florence",Village,Wales
"St Gennys",Hamlet,England
"St George","Suburban Area",England
"St George in the East","Suburban Area",England
"St George's","Suburban Area",England
"St George's","Suburban Area",England
"St George's",Hamlet,Wales
"St George's Hill","Other Settlement",England
"St George's Square","Other Settlement",England
"St Georges","Suburban Area",England
"St Georges","Suburban Area",England
"St Germans",Village,England
"St Giles","Suburban Area",England
"St Giles","Suburban Area",England
"St Giles in the Wood",Village,England
"St Giles on the Heath",Village,England
"St Giles's Hill","Suburban Area",England
"St Gwynan's","Suburban Area",Wales
"St Harmon",Village,Wales
"St Helen Auckland","Suburban Area",England
"St Helen's","Suburban Area",England
"St Helen's Wood","Suburban Area",England
"St Helens",Town,England
"St Helens",Village,England
"St Helier","Suburban Area",England
"St Hilary",Village,England
"St Hilary",Village,Wales
"St Ibbs",Hamlet,England
"St Ippolyts",Village,England
"St Ishmael",Hamlet,Wales
"St Ishmael's",Village,Wales
"St Issey",Village,England
"St Ive",Hamlet,England
"St Ive Cross",Village,England
"St Ives",Village,England
"St Ives",Town,England
"St Ives",Town,England
"St James","Suburban Area",England
"St James",Hamlet,England
"St James","Suburban Area",England
"St James South Elmham",Village,England
"St James'","Suburban Area",England
"St James' End","Suburban Area",England
"St James' End","Suburban Area",England
"St James's","Suburban Area",England
"St Jidgey",Hamlet,England
"St John",Village,England
"St John's","Suburban Area",England
"St John's","Suburban Area",England
"St John's","Suburban Area",England
"St John's","Suburban Area",England
"St John's","Suburban Area",England
"St John's","Suburban Area",England
"St John's Chapel",Village,England
"St John's Chapel",Village,England
"St John's Common","Suburban Area",England
"St John's Fen End",Village,England
"St John's Park","Suburban Area",England
"St John's Town of Dalry",Village,Scotland
"St John's Wood","Suburban Area",England
"St Johns","Suburban Area",England
"St Johns","Suburban Area",England
"St Johns","Suburban Area",England
"St Johns","Suburban Area",England
"St Jude's","Suburban Area",England
"St Julians","Suburban Area",England
"St Julians","Suburban Area",Wales
"St Juliot",Hamlet,England
"St Just",Town,England
"St Just in Roseland",Village,England
"St Katharine's",Hamlet,England
"St Katherines",Hamlet,Scotland
"St Keverne",Village,England
"St Kew",Hamlet,England
"St Kew Highway",Village,England
"St Keyne",Village,England
"St Lawrence","Suburban Area",England
"St Lawrence",Hamlet,England
"St Lawrence","Suburban Area",England
"St Lawrence",Hamlet,England
"St Leonard's","Suburban Area",England
"St Leonard's","Suburban Area",Scotland
"St Leonard's Farm Park","Suburban Area",England
"St Leonard's Street","Suburban Area",England
"St Leonards",Village,England
"St Leonards","Other Settlement",England
"St Leonards Green","Suburban Area",England
"St Leonards-on-Sea","Suburban Area",England
"St Leonardshill","Other Settlement",England
"St Levan",Village,England
"St Loye's","Suburban Area",England
"St Luke's","Suburban Area",England
"St Mabyn",Village,England
"St Madoes",Village,Scotland
"St Margaret South Elmham",Village,England
"St Margaret's Hope",Village,Scotland
"St Margaret's at Cliffe",Village,England
"St Margarets",Hamlet,England
"St Margarets",Village,England
"St Margarets","Suburban Area",England
"St Margarets",Hamlet,England
"St Mark's","Suburban Area",England
"St Martin",Village,England
"St Martin",Hamlet,England
"St Martin's","Suburban Area",England
"St Martin's Moor","Suburban Area",England
"St Martins",Village,England
"St Martins","Other Settlement",Scotland
"St Martins","Suburban Area",Wales
"St Mary Bourne",Village,England
"St Mary Cray","Suburban Area",England
"St Mary Hoo",Hamlet,England
"St Mary in the Marsh",Village,England
"St Mary's","Suburban Area",England
"St Mary's",Village,Scotland
"St Mary's","Suburban Area",Scotland
"St Mary's Bay",Village,England
"St Mary's Isle",Hamlet,Scotland
"St Marychurch","Suburban Area",England
"St Mawes",Village,England
"St Mawgan",Village,England
"St Mellion",Village,England
"St Merryn",Village,England
"St Mewan",Hamlet,England
"St Michael Caerhays",Hamlet,England
"St Michael Church",Hamlet,England
"St Michael Penkivel",Hamlet,England
"St Michael South Elmham",Hamlet,England
"St Michael's Hamlet","Suburban Area",England
"St Michael's on Wyre",Village,England
"St Michaels",Village,England
"St Michaels","Suburban Area",England
"St Michaels","Suburban Area",England
"St Michaels",Hamlet,Scotland
"St Minver",Village,England
"St Monans",Village,Scotland
"St Neot",Village,England
"St Neots",Town,England
"St Newlyn East",Village,England
"St Nicholas",Village,Wales
"St Nicholas Cliff","Suburban Area",England
"St Nicholas South Elmham",Hamlet,England
"St Nicholas at Wade",Village,England
"St Nicolas Park","Suburban Area",England
"St Ninians","Suburban Area",Scotland
"St Ola","Suburban Area",Scotland
"St Ola","Suburban Area",Scotland
"St Olaves",Village,England
"St Osyth",Village,England
"St Osyth Heath",Hamlet,England
"St Owen's Cross",Village,England
"St Pancras","Suburban Area",England
"St Paul's","Suburban Area",England
"St Paul's","Suburban Area",England
"St Paul's","Suburban Area",England
"St Paul's Cray","Suburban Area",England
"St Paul's Walden",Hamlet,England
"St Peter South Elmham",Hamlet,England
"St Peter the Great","Suburban Area",England
"St Peter's","Suburban Area",England
"St Peter's","Suburban Area",England
"St Peter's","Suburban Area",England
"St Petrox",Hamlet,Wales
"St Philip's Marsh","Suburban Area",England
"St Pinnock",Hamlet,England
"St Quivox",Hamlet,Scotland
"St Radigund's","Suburban Area",England
"St Ruan",Hamlet,England
"St Stephen",Village,England
"St Stephen's","Suburban Area",England
"St Stephens","Suburban Area",England
"St Stephens","Suburban Area",England
"St Stephens","Suburban Area",England
"St Teath",Village,England
"St Thomas","Suburban Area",England
"St Thomas","Suburban Area",England
"St Thomas","Suburban Area",Wales
"St Tudy",Village,England
"St Twynnells",Village,Wales
"St Veep",Hamlet,England
"St Vigeans",Hamlet,Scotland
"St Vincent's Hamlet",Hamlet,England
"St Wenn",Hamlet,England
"St Weonards",Village,England
"St Winnow","Other Settlement",England
"St Woolos","Suburban Area",Wales
"St. Stephens Place","Other Settlement",England
Stableford,Village,England
Stableford,Hamlet,England
"Stacey Bank",Hamlet,England
"Stacey Bushes","Suburban Area",England
Stackhouse,Hamlet,England
Stackpole,Village,Wales
"Stackpole Elidor",Hamlet,Wales
Stacksford,Hamlet,England
Stacksteads,"Suburban Area",England
"Stackyard Green",Hamlet,England
Staddiscombe,Village,England
Staddlethorpe,Hamlet,England
Staddlethorpe,"Suburban Area",England
Staden,Hamlet,England
Stadhampton,Village,England
Stadhlaigearraidh,Hamlet,Scotland
Stafainn,Village,Scotland
Staffield,Hamlet,England
Stafford,Town,England
"Stafford Park","Suburban Area",England
"Stafford's Green",Hamlet,England
Stagbatch,Hamlet,England
"Stagden Cross",Hamlet,England
Staghills,"Suburban Area",England
"Stags Head",Hamlet,Wales
Stagsden,Village,England
Stainborough,Village,England
Stainburn,Village,England
Stainburn,Hamlet,England
Stainby,Village,England
Staincliffe,"Suburban Area",England
Staincross,Village,England
Staindrop,Village,England
"Staines Green",Hamlet,England
Staines-upon-Thames,Town,England
Stainfield,Hamlet,England
Stainfield,"Other Settlement",England
Stainforth,Village,England
Stainforth,Village,England
Staining,Village,England
Stainland,Village,England
Stainmoor,"Other Settlement",England
Stainsacre,Village,England
Stainsby,Hamlet,England
Stainsby,"Other Settlement",England
"Stainsby Common",Hamlet,England
Stainton,Hamlet,England
Stainton,Village,England
Stainton,Village,England
Stainton,Village,England
Stainton,Village,England
Stainton,Hamlet,England
Stainton,Village,England
"Stainton Grove",Village,England
"Stainton by Langworth","Other Settlement",England
"Stainton le Vale","Other Settlement",England
"Stainton with Adgarley",Village,England
Staintondale,"Other Settlement",England
Stair,"Other Settlement",England
Stair,Hamlet,Scotland
Stairfoot,"Suburban Area",England
Stairhaven,Hamlet,Scotland
"Staiside Court","Other Settlement",Scotland
Staithes,Village,England
"Stake Pool",Village,England
Stakeford,Village,England
Stakenbridge,Hamlet,England
Stakes,"Suburban Area",England
Stalbridge,Town,England
"Stalbridge Weston",Hamlet,England
Stalham,Town,England
"Stalham Green","Suburban Area",England
"Stalisfield Green",Village,England
"Stalland Common",Hamlet,England
Stallen,Hamlet,England
"Stalling Busk",Hamlet,England
Stallingborough,Village,England
Stallington,Village,England
Stalmine,Village,England
Stalybridge,Town,England
Stambermill,"Suburban Area",England
Stamborough,Hamlet,England
Stambourne,Hamlet,England
"Stambourne Green",Hamlet,England
Stamford,Hamlet,England
Stamford,Town,England
"Stamford Bridge",Village,England
"Stamford Bridge",Hamlet,England
"Stamford Hill","Suburban Area",England
"Stamford Park","Suburban Area",England
Stamfordham,Village,England
Stamperland,"Suburban Area",Scotland
Stamshaw,"Suburban Area",England
Stanah,"Suburban Area",England
Stanbatch,"Other Settlement",England
Stanborough,Village,England
Stanbridge,Village,England
Stanbridge,Hamlet,England
Stanbrook,"Suburban Area",England
Stanbrook,Hamlet,England
Stanbury,Village,England
Stancombe,Hamlet,England
Stand,"Suburban Area",England
Stand,Hamlet,Scotland
"Stand Bridge","Suburban Area",England
"Standard Hill","Suburban Area",England
Standburn,Village,Scotland
Standeford,Village,England
Standen,Hamlet,England
"Standen Street",Hamlet,England
"Standens Barn","Suburban Area",England
Standerwick,Hamlet,England
Standford,Village,England
"Standford Bridge",Hamlet,England
Standhill,"Suburban Area",Scotland
Standingstone,"Suburban Area",England
Standish,Town,England
Standish,Hamlet,England
"Standish Lower Ground","Suburban Area",England
Standlake,Village,England
Standon,Village,England
Standon,Hamlet,England
Standon,Village,England
"Standon Green End",Hamlet,England
"Standwell Green",Hamlet,England
Stanely,"Suburban Area",Scotland
Stanfield,"Suburban Area",England
Stanfield,Village,England
Stanfields,"Suburban Area",England
Stanford,Hamlet,England
Stanford,Village,England
Stanford,Village,England
Stanford,Village,England
"Stanford Bishop",Hamlet,England
"Stanford Common",Village,England
"Stanford Dingley",Village,England
"Stanford End","Other Settlement",England
"Stanford Hills",Hamlet,England
"Stanford Rivers",Hamlet,England
"Stanford in the Vale",Village,England
"Stanford on Avon","Other Settlement",England
"Stanford on Soar",Hamlet,England
"Stanford on Teme",Hamlet,England
Stanford-le-Hope,Town,England
Stanfree,Village,England
Stanger,Hamlet,England
Stanghow,Village,England
Stanground,"Suburban Area",England
"Stanground South","Suburban Area",England
Stanhill,"Suburban Area",England
Stanhoe,Village,England
Stanhope,Town,England
Stanhope,"Suburban Area",England
Stanhope,Hamlet,Scotland
"Stanhope Bretby",Village,England
Stanion,Village,England
Stank,Hamlet,England
Stanklyn,Village,England
Stanks,"Suburban Area",England
Stanley,Town,England
Stanley,"Suburban Area",England
Stanley,"Suburban Area",England
Stanley,"Suburban Area",England
Stanley,Village,England
Stanley,Village,England
Stanley,Hamlet,England
Stanley,Hamlet,England
Stanley,Village,England
Stanley,Hamlet,England
Stanley,Village,Scotland
"Stanley Bank","Suburban Area",England
"Stanley Common",Village,England
"Stanley Crook",Village,England
"Stanley Downton",Hamlet,England
"Stanley Gate",Hamlet,England
"Stanley Green",Hamlet,England
"Stanley Green",Hamlet,England
"Stanley Green","Suburban Area",England
"Stanley Moor",Village,England
"Stanley Moss",Hamlet,England
"Stanley Place","Other Settlement",Scotland
"Stanley Pontlarge",Hamlet,England
Stanleytown,"Suburban Area",Wales
Stanlow,"Suburban Area",England
Stanmer,Hamlet,England
Stanmore,Village,England
Stanmore,"Suburban Area",England
Stanmore,Hamlet,England
Stanmore,"Other Settlement",England
Stanner,"Other Settlement",Wales
Stannergate,"Suburban Area",Scotland
Stannersburn,Hamlet,England
Stanningfield,Hamlet,England
Stanningley,"Suburban Area",England
Stannington,Village,England
Stannington,"Suburban Area",England
Stanpit,"Suburban Area",England
Stansbatch,Hamlet,England
Stansfield,Hamlet,England
Stanshope,Hamlet,England
Stanstead,Village,England
"Stanstead Abbotts",Village,England
Stansted,Village,England
"Stansted Mountfitchet",Town,England
Stansty,"Suburban Area",Wales
Stanswood,Hamlet,England
Stanthorne,Hamlet,England
Stanthwaite,Hamlet,England
Stanton,Hamlet,England
Stanton,Village,England
Stanton,Village,England
Stanton,Village,England
Stanton,Village,England
"Stanton Chare",Hamlet,England
"Stanton Drew",Village,England
"Stanton Fitzwarren",Village,England
"Stanton Gate",Hamlet,England
"Stanton Harcourt",Village,England
"Stanton Hill",Village,England
"Stanton Lacy",Hamlet,England
"Stanton Lees",Hamlet,England
"Stanton Long","Other Settlement",England
"Stanton Prior",Hamlet,England
"Stanton St Bernard",Village,England
"Stanton St John",Village,England
"Stanton St Quintin",Village,England
"Stanton Street",Village,England
"Stanton Wick",Hamlet,England
"Stanton by Bridge",Village,England
"Stanton in Peak",Village,England
"Stanton under Bardon",Village,England
"Stanton upon Hine Heath",Village,England
Stanton-by-Dale,Village,England
Stanton-on-the-Wolds,Village,England
Stantonbury,"Suburban Area",England
Stantway,Village,England
"Stanwardine in the Fields",Hamlet,England
"Stanwardine in the Wood",Hamlet,England
Stanway,Hamlet,England
Stanway,"Suburban Area",England
"Stanway Green",Hamlet,England
Stanwell,Village,England
"Stanwell Moor",Village,England
Stanwick,Village,England
Stanwick-St-John,Village,England
Stanwix,"Suburban Area",England
Stanycliffe,"Suburban Area",England
Stanydale,"Other Settlement",Scotland
Staoinebrig,"Other Settlement",Scotland
Stape,"Other Settlement",England
Stapeley,Village,England
Stapeley,Hamlet,England
Stapenhill,"Suburban Area",England
Staple,Village,England
"Staple Cross",Hamlet,England
"Staple Fitzpaine",Village,England
"Staple Hill","Suburban Area",England
Staplecross,Village,England
Staplefield,Village,England
Stapleford,Town,England
Stapleford,"Other Settlement",England
Stapleford,Village,England
Stapleford,Village,England
Stapleford,Village,England
Stapleford,Village,England
"Stapleford Abbotts",Village,England
"Stapleford Tawney",Hamlet,England
Staplegrove,Village,England
Staplehay,"Suburban Area",England
Staplehurst,Village,England
Staplers,"Suburban Area",England
"Staples Corner","Suburban Area",England
Staplestreet,Village,England
Stapleton,Hamlet,England
Stapleton,Village,England
Stapleton,Hamlet,England
Stapleton,Village,England
Stapleton,Hamlet,England
Stapleton,Village,England
Stapleton,Village,England
Stapleton,Village,England
Stapley,Hamlet,England
Staploe,Village,England
Staplow,Hamlet,England
Star,Village,England
Star,Village,Scotland
Star,Village,Wales
Star,Hamlet,Wales
Starbeck,"Suburban Area",England
Starbotton,Village,England
Starcross,Village,England
Stareton,Hamlet,England
Stargate,"Suburban Area",England
Starkholmes,Village,England
"Starling's Green",Hamlet,England
Starston,Village,England
Start,Hamlet,England
"Start Hill",Village,England
Startforth,Village,England
Startley,Village,England
"Startop's End","Suburban Area",England
Statenborough,Hamlet,England
Statham,"Suburban Area",England
Stathe,Village,England
Stathern,Village,England
"Station Hill","Suburban Area",England
"Station Town",Village,England
"Staughton Green","Suburban Area",England
"Staughton Highway","Suburban Area",England
Staunton,Village,England
Staunton,"Suburban Area",England
"Staunton Harold",Hamlet,England
"Staunton in the Vale",Hamlet,England
"Staunton on Arrow",Village,England
"Staunton on Wye",Village,England
Staupes,"Other Settlement",England
Staveley,Village,England
Staveley,Village,England
Staveley,Town,England
Staveley-in-Cartmel,Village,England
Staverton,Village,England
Staverton,Village,England
Staverton,Village,England
Staverton,Village,England
Stawell,Village,England
Stawley,Hamlet,England
Stawley,Village,England
Staxigoe,Village,Scotland
Staxton,Village,England
Staygate,"Suburban Area",England
Staylittle,Hamlet,Wales
Staynall,Hamlet,England
Staythorpe,Village,England
Stead,Hamlet,England
Stean,Hamlet,England
Steanbow,Hamlet,England
Steander,"Suburban Area",England
Stearsby,Hamlet,England
Steart,Hamlet,England
Steart,"Other Settlement",England
Stebbing,Village,England
"Stebbing Green",Hamlet,England
Stechford,"Suburban Area",England
"Stede Quarter",Hamlet,England
Stedham,Village,England
"Steel Bank","Suburban Area",England
"Steel Cross","Suburban Area",England
"Steel Heath","Other Settlement",England
"Steele Road",Hamlet,Scotland
Steelend,Village,Scotland
"Steen's Bridge",Village,England
Steep,Village,England
"Steep Marsh",Village,England
Steephill,"Suburban Area",England
Steeple,Hamlet,England
Steeple,Village,England
"Steeple Ashton",Village,England
"Steeple Aston",Village,England
"Steeple Barton",Hamlet,England
"Steeple Bumpstead",Village,England
"Steeple Claydon",Village,England
"Steeple Gidding",Hamlet,England
"Steeple Grange","Suburban Area",England
"Steeple Langford",Village,England
"Steeple Morden",Village,England
"Steeple View","Suburban Area",England
"Steepleton Iwerne",Hamlet,England
Steeton,Village,England
Steeton,"Other Settlement",England
Stein,Hamlet,Scotland
Steinis,Village,Scotland
Steinis,Hamlet,Scotland
Steinnseall,"Suburban Area",Scotland
Stella,"Suburban Area",England
"Stelling Minnis",Village,England
Stelvio,"Suburban Area",Wales
Stembridge,Village,England
Stemster,"Other Settlement",Scotland
Stenalees,Village,England
Stenhills,"Suburban Area",England
Stenhouse,"Suburban Area",Scotland
Stenhousemuir,"Other Settlement",Scotland
Stenigot,"Other Settlement",England
Stenness,Village,Scotland
Stenso,"Suburban Area",Scotland
Stenson,Hamlet,England
Stenton,"Suburban Area",Scotland
Stenton,Village,Scotland
Stenwith,Hamlet,England
Stepaside,Village,England
Stepaside,Village,Wales
Stepaside,Village,Wales
"Stephen Hill","Suburban Area",England
Stepney,"Suburban Area",England
Stepney,"Other Settlement",England
"Stepping Hill","Suburban Area",England
Steppingley,Village,England
Stepps,Village,Scotland
"Sterndale Moor",Village,England
Sternfield,Village,England
Sterridge,"Suburban Area",England
Stert,Village,England
Sterte,"Suburban Area",England
Stetchworth,Village,England
"Steven's Crouch",Hamlet,England
Stevenage,Town,England
Stevensburn,"Other Settlement",Scotland
Stevenston,Town,Scotland
Steventon,Village,England
Steventon,Village,England
"Steventon End",Village,England
Stevington,Village,England
"Steward's Green",Hamlet,England
Stewards,"Suburban Area",England
